year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1995,0.648279569892473,0.6184838709677416,5.827956989247312,-8.302236559139784,0.6344086021505376,0.07043548387096771,0.1994349064516128,0.014103929032258058,0.15819569892473126,0.5460666666666667,117.17181720430112,268296.9784946237,3.935483870967742
1996,0.6511739130434782,0.6367717391304349,5.967391304347826,-7.926500000000001,0.5543478260869565,0.06853913043478259,0.22581117391304345,0.037476628804347815,0.1667728260869565,0.5948152173913044,115.03766304347828,269340.9456521739,4.0
1997,0.663370786516854,0.5844494382022473,5.53932584269663,-8.352303370786515,0.5393258426966292,0.07787078651685393,0.2506275168539327,0.028483265730337076,0.15614719101123595,0.5419011235955057,118.86480898876405,261547.78651685393,3.9887640449438204
1998,0.65916091954023,0.5944183908045976,5.264367816091954,-7.818586206896551,0.632183908045977,0.09610689655172416,0.22718954022988505,0.009360829425287353,0.16897931034482758,0.5531747126436782,120.85239080459768,261809.2988505747,3.9310344827586206
1999,0.6543586956521741,0.6341456521739132,5.5,-7.1740869565217364,0.6413043478260869,0.08446413043478262,0.1905726347826086,0.0017029272826086955,0.1640358695652174,0.5489347826086958,110.87797826086953,254901.86956521738,3.967391304347826
2000,0.6825368421052632,0.7112842105263159,5.178947368421053,-6.176747368421053,0.5578947368421052,0.06776842105263156,0.13516385789473687,0.008939910947368422,0.14669368421052634,0.6113926315789472,119.00265263157891,247451.56842105262,4.0
2001,0.6528172043010753,0.6945376344086018,4.78494623655914,-5.933462365591398,0.6129032258064516,0.09709892473118278,0.15525359139784953,0.009912435591397852,0.16638387096774193,0.5781978494623655,116.53459139784948,244147.74193548388,3.978494623655914
2002,0.6764725274725272,0.6968901098901099,5.373626373626373,-5.756505494505496,0.6043956043956044,0.09799010989010991,0.14792185604395605,0.008928348131868135,0.15888901098901104,0.6001340659340658,116.97098901098902,250788.64835164836,3.978021978021978
2003,0.6652210526315788,0.6825157894736842,5.578947368421052,-5.8926736842105285,0.5684210526315789,0.1415663157894737,0.19767760000000006,0.008361311473684208,0.1759663157894736,0.597814736842105,115.44986315789477,253294.28421052633,3.957894736842105
2004,0.6712315789473684,0.6723789473684212,5.010526315789473,-6.056010526315789,0.6631578947368421,0.12161052631578945,0.17837176842105262,0.0031464603157894742,0.1580989473684211,0.5831168421052629,118.00601052631576,246844.68421052632,3.9368421052631577
2005,0.6785789473684213,0.6744526315789472,5.578947368421052,-6.007021052631577,0.6526315789473685,0.1288073684210526,0.119854147368421,0.012348815789473683,0.17024631578947377,0.5539052631578946,114.61714736842104,236845.13684210528,3.9789473684210526
2006,0.69003125,0.6787291666666665,5.177083333333333,-5.871708333333334,0.5729166666666666,0.13116041666666664,0.11427511458333334,0.012280895208333331,0.1876895833333333,0.5600729166666667,116.85494791666672,235169.64583333334,4.010416666666667
2007,0.6591827956989245,0.7159892473118281,5.354838709677419,-5.483946236559139,0.5913978494623656,0.11990215053763434,0.13512068924731183,0.009718346021505377,0.18677419354838706,0.5752043010752688,118.50813978494625,246033.98924731184,4.010752688172043
2008,0.6471530612244899,0.7121122448979594,5.663265306122449,-5.441795918367348,0.6224489795918368,0.09533775510204083,0.12461839285714282,0.013030690306122448,0.177365306122449,0.5223704081632653,122.59501020408165,235520.73469387754,3.979591836734694
2009,0.6275918367346941,0.7303163265306121,5.122448979591836,-5.043714285714285,0.6428571428571429,0.09620816326530612,0.13121042857142853,0.00947729224489796,0.19120510204081625,0.533326530612245,127.32886734693875,240669.42857142858,3.979591836734694
2010,0.6231458333333335,0.7549583333333333,5.4375,-4.749614583333333,0.6770833333333334,0.09918333333333339,0.11396507708333332,0.0029902047916666673,0.20557083333333345,0.5514791666666667,116.77966666666669,228390.78125,4.052083333333333
2011,0.6246914893617018,0.7534042553191489,5.648936170212766,-5.040382978723403,0.7127659574468085,0.08986276595744681,0.11029534042553191,0.0025357421276595744,0.1880904255319149,0.5334648936170212,127.52448936170212,233627.1489361702,4.01063829787234
2012,0.6467731958762887,0.7343402061855666,5.144329896907217,-5.19498969072165,0.6082474226804123,0.08376907216494847,0.10934562886597944,0.002315775773195876,0.18584020618556704,0.5572783505154639,126.68494845360827,223829.50515463916,3.979381443298969
2013,0.6346458333333332,0.7073958333333334,5.3125,-5.555645833333333,0.6666666666666666,0.06925416666666669,0.1281195520833334,0.006634394791666668,0.16463437500000003,0.5212114583333334,119.27054166666666,230852.63541666666,4.020833333333333
2014,0.6482600000000001,0.69306,5.91,-5.4690699999999985,0.68,0.08068699999999998,0.13923016,0.006855988900000001,0.16431800000000008,0.523531,120.29343999999993,230828.93,3.99
2015,0.6648585858585861,0.6572959595959594,4.737373737373737,-5.945151515151514,0.6767676767676768,0.08712424242424238,0.17100640404040404,0.0017427954545454548,0.17826464646464635,0.5006363636363635,121.86129292929292,219200.38383838383,3.9797979797979797
2016,0.6636262626262628,0.6305101010101011,5.8686868686868685,-6.364585858585859,0.5454545454545454,0.11462222222222225,0.1686334343434344,0.004346822222222222,0.17935656565656566,0.4549939393939396,120.87144444444444,222604.7373737374,3.98989898989899
2017,0.7165000000000001,0.6294897959183675,5.571428571428571,-6.1227040816326515,0.5510204081632653,0.12138877551020409,0.16402624489795914,0.0027217180612244896,0.14004387755102038,0.5044806122448978,119.46886734693877,223494.79591836734,3.989795918367347
2018,0.7215151515151516,0.6325050505050506,5.808080808080808,-5.95938383838384,0.6363636363636364,0.11943434343434345,0.1573611414141414,0.001601385454545455,0.1538696969696969,0.45203434343434323,120.63849494949493,212982.7676767677,3.9797979797979797
2019,0.7171616161616158,0.6171818181818182,4.838383838383838,-6.00419191919192,0.6060606060606061,0.13215656565656575,0.21785855555555544,0.006467809191919193,0.152640404040404,0.47812828282828307,119.39874747474747,193879.7676767677,4.02020202020202
2020,0.6968979591836737,0.6074999999999999,5.704081632653061,-6.428040816326532,0.5408163265306123,0.12143469387755101,0.22459867346938758,0.008176248265306123,0.19023673469387758,0.4898030612244899,119.49674489795918,196588.24489795917,3.938775510204082
2021,0.6773402061855673,0.5963092783505157,4.958762886597938,-6.736628865979381,0.6391752577319587,0.12322371134020622,0.23840005154639174,0.0021483006185567008,0.18152680412371122,0.4890876288659793,118.23288659793816,193171.77319587627,3.979381443298969
