year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1989,0.6187659574468081,0.6663404255319149,5.574468085106383,-9.250638297872342,0.6914893617021277,0.04704255319148938,0.2011275,0.02323540936170214,0.14790319148936165,0.5818723404255319,120.69128723404248,269676.6489361702,3.978723404255319
1990,0.6496382978723402,0.668563829787234,4.957446808510638,-9.15608510638298,0.7021276595744681,0.052410638297872326,0.16684118085106378,0.02203064638297872,0.1698234042553191,0.6133308510638298,116.90764893617026,277649.829787234,3.978723404255319
1991,0.6181235955056179,0.6451573033707864,4.865168539325842,-9.809685393258425,0.7078651685393258,0.051432584269662934,0.19411938202247195,0.03691707584269662,0.17716629213483148,0.5994359550561799,118.49306741573038,264616.8764044944,3.9775280898876404
1992,0.6367473684210527,0.629463157894737,5.378947368421053,-9.28081052631579,0.6210526315789474,0.0618884210526316,0.1759932947368421,0.02609064884210528,0.1723884210526316,0.5627852631578949,121.17605263157895,279446.07368421054,3.968421052631579
1993,0.6527608695652171,0.6114782608695651,5.260869565217392,-9.781923913043478,0.6956521739130435,0.07011521739130436,0.18909979347826084,0.033764846195652176,0.2023369565217391,0.541945652173913,113.3566304347826,267325.52173913043,3.967391304347826
1994,0.6421075268817206,0.6059677419354839,5.903225806451613,-8.684688172043012,0.6881720430107527,0.0697720430107527,0.2077046236559139,0.009265244086021506,0.18028709677419355,0.5336021505376344,120.23049462365591,269957.40860215056,3.946236559139785
1995,0.648279569892473,0.6184838709677416,5.827956989247312,-8.302236559139784,0.6344086021505376,0.07043548387096771,0.1994349064516128,0.014103929032258058,0.15819569892473126,0.5460666666666667,117.17181720430112,268296.9784946237,3.935483870967742
1996,0.6511521739130435,0.6367500000000003,5.967391304347826,-7.926173913043479,0.5543478260869565,0.06854130434782607,0.22564813043478257,0.03747097663043477,0.16656086956521737,0.5944782608695653,115.0378043478261,269340.35869565216,4.0
1997,0.6656777777777778,0.5846111111111111,5.544444444444444,-8.366566666666667,0.5333333333333333,0.08061888888888889,0.25280943333333344,0.028161148333333334,0.15788444444444444,0.5427022222222223,118.37765555555555,261979.02222222224,3.988888888888889
1998,0.65916091954023,0.5944183908045976,5.264367816091954,-7.818586206896551,0.632183908045977,0.09610689655172416,0.22718954022988505,0.009360829425287353,0.16897931034482758,0.5531747126436782,120.85239080459768,261809.2988505747,3.9310344827586206
1999,0.651913043478261,0.6339608695652176,5.5,-7.169293478260866,0.6413043478260869,0.08462608695652174,0.19065959130434773,0.0017029272826086955,0.16457934782608696,0.5487500000000001,111.78286956521733,254451.14130434784,3.967391304347826
2000,0.6825368421052632,0.7112842105263159,5.178947368421053,-6.176747368421053,0.5578947368421052,0.06776842105263156,0.13516385789473687,0.008939910947368422,0.14669368421052634,0.6113926315789472,119.00265263157891,247451.56842105262,4.0
2001,0.6539032258064517,0.6944946236559137,4.78494623655914,-5.933268817204301,0.6129032258064516,0.09667849462365591,0.15523423655913984,0.009917795698924732,0.16668494623655913,0.5778860215053763,115.56724731182798,244114.2688172043,3.978494623655914
2002,0.6771612903225804,0.696462365591398,5.344086021505376,-5.773817204301077,0.6129032258064516,0.10083978494623658,0.15006332150537635,0.008736340645161293,0.16373010752688175,0.5946795698924731,117.26194623655915,251729.5376344086,3.978494623655914
2003,0.6652210526315788,0.6825157894736842,5.578947368421052,-5.8926736842105285,0.5684210526315789,0.1415663157894737,0.19767760000000006,0.008361311473684208,0.1759663157894736,0.597814736842105,115.44986315789477,253294.28421052633,3.957894736842105
2004,0.6717578947368421,0.6716842105263159,5.010526315789473,-6.0704,0.6631578947368421,0.12161684210526312,0.17881071578947372,0.0031465386315789475,0.1577768421052632,0.583358947368421,117.14853684210526,246863.63157894736,3.9368421052631577
2005,0.6786145833333336,0.672458333333333,5.625,-6.024843749999999,0.65625,0.1279354166666666,0.11861639583333328,0.012220182291666666,0.17012916666666675,0.5492604166666665,114.29834375,237294.80208333334,3.9791666666666665
2006,0.690041237113402,0.6772474226804122,5.309278350515464,-5.881835051546392,0.5876288659793815,0.13059278350515463,0.11348805154639174,0.012154260824742268,0.18745773195876286,0.5554020618556702,116.51632989690727,235627.69072164947,4.010309278350515
2007,0.656382978723404,0.716308510638298,5.329787234042553,-5.495691489361701,0.5851063829787234,0.12028085106382971,0.13481110744680852,0.009612172127659576,0.1863361702127659,0.573627659574468,119.09663829787239,245844.2659574468,4.01063829787234
2008,0.6480816326530613,0.7094285714285716,5.581632653061225,-5.504979591836737,0.6224489795918368,0.09530612244897961,0.12217961734693875,0.013056352653061222,0.18010408163265304,0.5193704081632654,121.80433673469386,234957.67346938775,3.979591836734694
2009,0.6291237113402065,0.728,5.134020618556701,-5.049773195876289,0.6391752577319587,0.09667319587628866,0.13267957938144326,0.009530502061855671,0.18799587628865977,0.5332680412371135,127.50423711340204,241865.51546391752,3.979381443298969
2010,0.6231458333333334,0.7549583333333332,5.4375,-4.749614583333333,0.6770833333333334,0.09918333333333339,0.11396507708333332,0.0029902047916666673,0.20557083333333345,0.5514791666666667,116.77966666666669,228390.78125,4.052083333333333
2011,0.6246914893617018,0.7534042553191489,5.648936170212766,-5.040393617021275,0.7127659574468085,0.08986382978723405,0.11029640425531914,0.0025357421276595744,0.1880904255319149,0.5334648936170212,127.52452127659575,233627.1489361702,4.01063829787234
2012,0.6482244897959184,0.7356020408163262,5.1020408163265305,-5.198530612244899,0.6122448979591837,0.08608775510204085,0.10952577551020413,0.0022921454081632655,0.18750510204081636,0.5595,126.82104081632656,223783.6224489796,3.979591836734694
2013,0.634625,0.7074166666666667,5.3125,-5.555656249999999,0.6666666666666666,0.06925208333333335,0.12811757291666673,0.006635748958333334,0.16463437500000003,0.5212635416666667,119.27035416666666,230852.63541666666,4.020833333333333
2014,0.64817,0.6937300000000001,5.96,-5.449399999999998,0.68,0.08046999999999999,0.14002916,0.006855988900000001,0.15886200000000006,0.523461,120.36252999999994,230830.0,3.99
2015,0.664636363636364,0.6586191919191917,4.787878787878788,-5.9058080808080815,0.6767676767676768,0.08668282828282822,0.17176296969696966,0.001737462121212121,0.172780808080808,0.5009999999999999,121.93126262626262,219230.38383838383,3.9797979797979797
2016,0.6634949494949496,0.6311565656565657,5.8686868686868685,-6.345111111111111,0.5454545454545454,0.11440000000000003,0.1685829292929293,0.004341488888888888,0.17938383838383834,0.45542828282828307,120.87162626262625,222633.65656565657,3.98989898989899
2017,0.7165204081632653,0.6295816326530613,5.571428571428571,-6.116989795918366,0.5510204081632653,0.12118775510204081,0.1640772653061224,0.0026995752040816327,0.14019693877551018,0.5046948979591835,119.46846938775508,223494.79591836734,3.989795918367347
2018,0.7191313131313132,0.6320808080808081,5.808080808080808,-5.965535353535356,0.6363636363636364,0.1195868686868687,0.15711871717171716,0.001601396060606061,0.15365757575757574,0.4511757575757574,119.9851818181818,212356.55555555556,3.9797979797979797
2019,0.7146666666666663,0.6163737373737375,4.838383838383838,-6.00649494949495,0.6060606060606061,0.13226666666666675,0.21776764646464633,0.006467819797979799,0.152650505050505,0.47741111111111134,118.74523232323233,193674.56565656565,4.02020202020202
2020,0.695737373737374,0.6066868686868686,5.666666666666667,-6.434343434343437,0.5353535353535354,0.12228181818181814,0.22795626262626248,0.0080936598989899,0.1893252525252526,0.48836060606060616,119.58676767676766,196458.7373737374,3.9393939393939394
2021,0.6752828282828285,0.5952020202020205,4.959595959595959,-6.758383838383839,0.6363636363636364,0.12443535353535357,0.2391091414141414,0.002104900606060606,0.1803919191919191,0.4911161616161614,118.1648383838384,193951.33333333334,3.9494949494949494
